,icoPriceUsd,currentStage,goalUsd,total_supply,is_active,price,exchangeName,n_contracts,isbnb,tags_reduce,iseth,issol,ismatic,isada,isavax,lifeday,dayscreated
584,0.09,1,500000.0,1000000000.0,1,0.023493389523372953,11,2.0,1,10,1,0,0,0,0,675,675
585,0.015,1,300000000.0,1000000000.0,1,4.519885529489475e-05,10,1.0,1,6,0,0,0,0,0,634,634
586,0.55,1,70000.0,10000000.0,0,0.011990294075806535,10,1.0,1,10,0,0,0,0,0,267,557
587,0.0,1,300000000.0,9999997585.036858,1,4.816708687762751e-05,10,1.0,0,6,0,1,0,0,0,670,670
588,0.01,1,150000.0,1000000000.0,0,0.00012047450294772588,10,1.0,0,12,1,0,0,0,0,679,709
589,0.01,1,150000.0,1000000000.0,0,0.00012047450294772588,10,1.0,0,12,1,0,0,0,0,679,709
590,0.01,4,300000000.0,1000000000.0,1,5.914972161919155e-05,6,1.0,1,6,0,0,0,0,0,660,660
591,0.55,1,50000.0,10000000.0,0,0.011990294075806535,10,1.0,1,10,0,0,0,0,0,267,557
592,0.035,1,140000.0,400000000.0,1,0.0012958364532306677,10,1.0,1,6,0,0,0,0,0,660,660
593,0.32,4,2240000.0,1e+17,0,0.0,10,2.0,1,3,1,0,0,0,0,669,669
594,0.2,1,100000.0,100000000.0,1,0.020117534735451154,5,1.0,0,6,0,0,1,0,0,759,759
595,0.09,2,50000.0,1000000000.0,1,0.023493389523372953,7,2.0,1,10,1,0,0,0,0,675,675
596,0.005,1,350000.0,10000000000.0,1,0.0004040189774296837,10,1.0,0,6,0,1,0,0,0,661,661
597,0.035,1,124600.0,400000000.0,1,0.0012958364532306677,6,1.0,1,6,0,0,0,0,0,660,660
598,0.75,1,170000.0,30000000.0,1,0.013099402873367519,10,2.0,1,10,1,0,0,0,0,674,674
599,1e-08,1,861451.0,1000000000000000.0,0,1.12135777325514e-10,10,1.0,1,10,0,0,0,0,0,41,668
600,0.75,1,300000000.0,30000000.0,1,0.013099402873367519,10,2.0,1,10,1,0,0,0,0,674,674
601,0.08,1,98000.0,100000000.0,1,0.005751353610902459,6,1.0,1,6,0,0,0,0,0,656,656
602,0.0,1,150000.0,113479515.0,1,7.49076298992148e-05,10,1.0,1,10,0,0,0,0,0,684,684
603,0.045,1,300000000.0,500000000.0,0,0.00040555331405924764,8,1.0,1,10,0,0,0,0,0,668,698
604,0.08,1,150000.0,100000000.0,1,0.0030937488265369876,12,2.0,1,10,1,0,0,0,0,678,678
605,0.34,2,1000000.0,1e+17,1,0.0008786011275155432,10,2.0,1,10,1,0,0,0,0,723,723
606,0.28,0,150000.0,30000000.0,1,0.002043001216867778,10,1.0,0,6,0,0,0,0,1,659,659
607,0.28,0,900000.0,30000000.0,1,0.002043001216867778,10,1.0,0,6,0,0,0,0,1,659,659
608,0.00025,2,300000.0,100000000000.0,0,9.879162073813707e-06,10,1.0,1,10,0,0,0,0,0,553,740
609,0.02,1,250000.0,31856295621.0,0,3.93668860574191e-06,10,1.0,1,6,0,0,0,0,0,252,685
610,0.0,1,80000.0,1000000000.0,1,0.00016893976084894353,10,2.0,1,6,0,0,1,0,0,677,677
611,0.018,1,20000.0,1000000000.0,1,0.00016893976084894353,10,2.0,1,6,0,0,1,0,0,677,677
612,0.018,1,80000.0,1000000000.0,1,0.00016893976084894353,10,2.0,1,6,0,0,1,0,0,677,677
613,0.0015,1,300000000.0,1e+17,1,0.04486460609310132,10,5.0,1,10,1,0,1,0,1,928,928
614,0.09,1,30000.0,200000000.0,1,0.0009413729338214684,10,2.0,1,6,0,0,1,0,0,716,716
615,0.038,1,130000.0,990848000.0,1,0.001046241202525729,10,1.0,0,6,0,0,1,0,0,664,664
616,0.038,1,130000.0,990848000.0,1,0.001046241202525729,10,1.0,0,6,0,0,1,0,0,664,664
617,0.15,1,150000.0,100000000.0,1,0.0004298011559312672,3,1.0,1,10,0,0,0,0,0,803,803
618,0.03,1,300000.0,481363628.27246803,1,0.002375444837373654,12,1.0,1,6,0,0,0,0,0,666,666
619,0.09,1,127750.0,200000000.0,1,0.0009413729338214684,4,2.0,1,6,0,0,1,0,0,716,716
620,0.038,1,50000.0,990848000.0,1,0.001046241202525729,10,1.0,0,6,0,0,1,0,0,664,664
621,0.1,1,150000.0,1e+17,0,0.0008564793935694159,10,1.0,0,3,0,0,0,0,0,551,671
622,1.0,2,40000.0,6000000.0,1,0.025751898803369564,7,1.0,1,5,0,0,0,0,0,671,671
623,0.5,0,300000000.0,1e+17,0,1.9589574285773895e-07,10,1.0,1,10,0,0,0,0,0,57,671
624,0.0,1,300000000.0,6000000.0,1,0.025751898803369564,10,1.0,1,5,0,0,0,0,0,671,671
625,0.0225,1,300000000.0,1000000000.0,1,0.003480560186485463,10,1.0,1,10,0,0,0,0,0,699,699
626,0.02,0,2000000.0,1000000000.0,1,0.03543458869516108,10,3.0,1,0,1,0,0,1,0,691,691
627,0.05,2,50000.0,1e+17,1,8.586082732540805e-05,7,1.0,1,10,0,0,0,0,0,670,670
628,1.0,1,100000.0,6000000.0,1,0.025751898803369564,10,1.0,1,5,0,0,0,0,0,671,671
629,0.8,1,400000.0,100000000.0,1,0.22411628097437383,10,2.0,1,10,0,1,0,0,0,668,668
630,0.51,1,300000000.0,1000000000.0,1,0.025564972878925608,10,1.0,0,10,1,0,0,0,0,677,677
631,0.0225,1,80000.0,1000000000.0,1,0.003480560186485463,10,1.0,1,10,0,0,0,0,0,699,699
632,0.038,1,90000.0,1e+17,0,0.0,12,1.0,0,10,0,0,0,0,0,681,681
633,0.012,1,102000.0,1000000000.0,1,0.001078411572141022,6,1.0,1,6,0,0,0,0,0,667,667
634,0.135,1,250000.0,200000000.0,1,0.002910702008706418,11,2.0,1,10,0,0,0,0,0,688,688
635,1.0,2,4000000.0,40000000.0,1,1.8385251126813675,1,1.0,1,10,0,0,0,0,0,678,678
636,0.3,2,3000000.0,1e+17,1,0.0008786011275155432,10,2.0,1,10,1,0,0,0,0,723,723
637,0.025,1,1250000.0,4000000000.0,1,0.011941910030931778,10,1.0,0,10,0,0,0,1,0,689,689
638,0.038,1,100000.0,1e+17,0,0.0,10,1.0,0,10,0,0,0,0,0,681,681
639,0.05,1,130000.0,500000000.0,1,0.0026002119073351916,10,1.0,1,6,0,0,0,0,0,671,671
640,0.05,1,120000.0,500000000.0,1,0.0026002119073351916,6,1.0,1,6,0,0,0,0,0,671,671
641,5e-05,1,500000.0,1000000000.0,1,1.4468016542696903e-06,10,1.0,1,10,0,0,0,0,0,696,696
642,5e-05,1,500000.0,1000000000.0,1,1.4468016542696903e-06,10,1.0,1,10,0,0,0,0,0,696,696
643,0.0225,2,450000.0,1000000000.0,1,0.003480560186485463,10,1.0,1,10,0,0,0,0,0,699,699
644,0.0225,1,230000.0,1000000000.0,1,0.003480560186485463,0,1.0,1,10,0,0,0,0,0,699,699
645,0.049,1,283200.0,663385412.0,1,0.00223614941487435,10,1.0,1,6,0,0,0,0,0,693,693
646,0.014,1,240000.0,1e+17,1,0.00018704402178065387,10,1.0,1,3,0,0,0,0,0,689,689
647,0.08,1,120000.0,100000000.0,1,0.005751353610902459,3,1.0,1,6,0,0,0,0,0,656,656
648,0.016,1,320000.0,1e+17,0,0.0,10,1.0,0,10,0,0,0,0,0,681,681
649,0.16,1,300000000.0,42252777.77777778,1,0.004561073472298297,10,1.0,1,12,0,0,0,0,0,705,705
650,0.018,1,130000.0,1000000000.0,1,0.00016893976084894353,10,2.0,1,6,0,0,1,0,0,677,677
651,0.075,0,5500000.0,1000000000.0,1,0.05903483247854577,2,1.0,0,6,1,0,0,0,0,634,634
652,0.1,0,5500000.0,1000000000.0,1,0.05903483247854577,2,1.0,0,6,1,0,0,0,0,634,634
653,0.6,1,300000000.0,1e+17,0,0.008121329001113056,10,1.0,1,8,0,0,0,0,0,273,685
654,0.16,2,300000000.0,42252777.77777778,1,0.004561073472298297,7,1.0,1,12,0,0,0,0,0,705,705
655,0.4,1,500000.0,50000000.0,1,0.011952813156571197,10,1.0,1,10,0,0,0,0,0,675,675
656,0.08,1,30000.0,100000000.0,1,0.005751353610902459,10,1.0,1,6,0,0,0,0,0,656,656
657,0.0,1,300000000.0,42252777.77777778,1,0.004561073472298297,10,1.0,1,12,0,0,0,0,0,705,705
658,0.1,1,300000000.0,1000000000.0,1,0.016356580730055435,8,2.0,1,10,1,0,0,0,0,688,688
659,1.4,1,200000.0,10000000.0,1,0.024457808873888782,10,1.0,1,3,0,0,0,0,0,691,691
660,0.04,1,1200000.0,436100787.0,1,0.020916392044020328,3,2.0,1,10,1,0,0,0,0,688,688
661,0.04,1,100000.0,750000000.0,1,0.0009688280186991515,10,1.0,1,12,0,0,0,0,0,681,681
662,0.16,1,300000000.0,42252777.77777778,1,0.004561073472298297,10,1.0,1,12,0,0,0,0,0,705,705
663,0.16,1,300000000.0,42252777.77777778,1,0.004561073472298297,10,1.0,1,12,0,0,0,0,0,705,705
664,0.04,1,200000.0,750000000.0,1,0.0009688280186991515,10,1.0,1,12,0,0,0,0,0,681,681
665,0.025,6,200000.0,1e+17,0,0.0,3,1.0,0,4,1,0,0,0,0,759,759
666,0.01,1,300000000.0,1000000000.0,1,5.914972161919155e-05,10,1.0,1,6,0,0,0,0,0,660,660
667,0.01,4,300000000.0,1000000000.0,1,5.914972161919155e-05,3,1.0,1,6,0,0,0,0,0,660,660
668,0.06,1,140000.0,500000000.0,0,0.0013589474103209182,6,1.0,1,12,0,0,0,0,0,677,683
669,0.1,1,300000000.0,300000000.0,0,0.0034257888574905867,10,1.0,1,6,0,0,0,0,0,578,680
670,1.5,1,100000.0,4750000.0,1,0.003211755903410051,4,3.0,1,6,1,0,1,0,0,722,722
671,0.025,1,50000.0,1000000000.0,1,0.008865208526065572,10,2.0,1,6,0,1,0,0,0,823,823
672,0.0005,1,200000.0,1e+17,0,2.0835670514643725e-06,10,1.0,1,10,0,0,0,0,0,307,690
673,0.16,2,300000000.0,2000000000.0,1,0.5299031121602477,10,1.0,0,6,1,0,0,0,0,815,815
674,1.5,1,50000.0,4750000.0,1,0.003211755903410051,10,3.0,1,6,1,0,1,0,0,722,722
675,0.0,1,300000000.0,1000000000.0,1,0.00023859487521827685,10,2.0,1,10,0,0,0,0,0,807,807
676,1.5,1,50000.0,4750000.0,1,0.003211755903410051,10,3.0,1,6,1,0,1,0,0,722,722
677,0.015,1,450000.0,200000000.0,1,0.0017949343111067454,10,1.0,1,6,0,0,0,0,0,691,691
678,0.025,1,100000.0,1000000000.0,1,0.008865208526065572,6,2.0,1,6,0,1,0,0,0,823,823
679,0.0,1,100000.0,25000000.0,0,0.02127775803799468,13,4.0,1,10,1,1,1,0,0,557,692
680,0.6,1,500000.0,125000000.0,1,0.0007180797417735898,10,1.0,0,5,0,0,0,1,0,702,702
681,0.075,3,900000.0,800000000.0,1,0.08869425023928558,10,2.0,1,6,1,0,0,0,0,754,754
682,0.3,1,4500000.0,100000000.0,1,0.010279775529495197,3,1.0,0,10,0,0,0,0,0,789,789
683,0.025,1,100000.0,1e+17,0,0.0,10,1.0,0,4,1,0,0,0,0,759,759
684,0.1,1,1980000.0,1e+17,0,0.004384887237375013,10,2.0,1,12,0,0,0,0,0,624,690
685,0.3,1,125000.0,1e+17,1,0.04418511857720908,8,1.0,1,10,0,0,0,0,0,696,696
686,0.018,1,400000.0,1000000000.0,1,0.0002337446075698696,10,1.0,0,6,0,0,0,0,1,672,672
687,0.025,1,150000.0,1000000000.0,1,0.008865208526065572,10,2.0,1,6,0,1,0,0,0,823,823
688,0.03,1,455555.0,888888888.0,1,0.00225324527155876,10,2.0,1,10,1,0,0,0,0,711,711
689,0.0,1,8660000.0,100000000.0,1,0.22411628097437383,10,2.0,1,10,0,1,0,0,0,668,668
690,0.0075,1,175000.0,1e+17,0,4.6607629871115426e-05,12,1.0,1,10,0,0,0,0,0,658,697
691,0.0,1,300000000.0,100000000.0,1,0.479702966698331,10,1.0,0,5,0,1,0,0,0,688,688
692,0.03,2,50000.0,888888888.0,1,0.00225324527155876,7,2.0,1,10,1,0,0,0,0,711,711
693,0.075,1,750000.0,456814036.0,1,0.2022620433526363,10,1.0,0,5,1,0,0,0,0,696,696
694,0.0075,1,200000.0,1e+17,0,4.6607629871115426e-05,10,1.0,1,10,0,0,0,0,0,658,697
695,0.0167,1,55000.0,100000000.0,0,0.0011522181131030176,10,1.0,1,10,0,0,0,0,0,271,698
696,0.0055,1,200000.0,568541691.0,1,7.741822077980005e-05,12,1.0,1,10,0,0,0,0,0,696,696
697,0.16,1,130000.0,500000000.0,1,0.0026615105406026544,10,2.0,1,10,0,0,1,0,0,705,705
698,0.0,3,300000000.0,800000000.0,1,0.08869425023928558,1,2.0,1,6,1,0,0,0,0,754,754
699,0.09,1,300000000.0,996948324.1307348,1,0.00915584232598399,10,4.0,1,0,1,0,1,0,0,720,720
700,0.02,1,230000.0,1000000000.0,1,0.00011984944663226401,12,1.0,1,6,0,0,0,0,0,713,713
701,0.25,1,500000.0,1e+17,1,0.0016643435999693361,10,2.0,0,10,1,0,1,0,0,746,746
702,0.6,0,1000000.0,125000000.0,1,0.0007180797417735898,10,1.0,0,5,0,0,0,1,0,702,702
703,0.2,1,250000.0,200000000.0,1,0.007929561609892421,11,1.0,1,3,0,0,0,0,0,697,697
704,0.125,0,300000000.0,700000000.0,1,0.0017691403682408072,10,1.0,0,10,0,1,0,0,0,697,697
705,0.6,0,150000.0,75000000.0,0,0.005879467391882277,8,1.0,1,10,0,0,0,0,0,614,697
706,0.15,4,150000.0,100000000.0,1,0.12373925512415078,10,1.0,1,5,0,0,0,0,0,704,704
707,0.005,0,300000000.0,1e+17,1,2.009105721568275e-05,4,1.0,1,10,0,0,0,0,0,700,700
708,0.01,1,100000.0,100000000.0,0,0.0012745220833210676,10,1.0,1,10,0,0,0,0,0,552,699
709,0.1,1,200000.0,117718487.0,1,0.005988695509650628,10,1.0,1,3,0,0,0,0,0,688,688
710,0.03,0,500000.0,5000000000.0,1,0.002274356126092724,11,3.0,1,3,1,0,1,0,0,712,712
711,1.75,3,437500.0,10000000.0,1,0.006065703076115548,10,1.0,1,6,0,0,0,0,0,700,700
712,0.1,2,30000.0,200000000.0,1,0.007929561609892421,7,1.0,1,3,0,0,0,0,0,697,697
713,0.01,1,75000.0,344713001.27488685,1,0.0061041404420090276,10,4.0,1,3,1,0,1,0,0,696,696
714,0.01,1,100000.0,344713001.27488685,1,0.0061041404420090276,10,4.0,1,3,1,0,1,0,0,696,696
715,0.04,1,200000.0,1000000000.0,1,0.019461757315915183,3,1.0,0,5,1,0,0,0,0,707,707
716,0.2,6,1000000.0,10000000.0,1,2.1216993529471817,10,1.0,0,10,0,0,0,1,0,611,611
717,0.03,2,80000.0,1e+17,1,0.0014067118136425847,7,3.0,0,7,1,0,1,0,0,819,819
718,0.35,1,125000.0,25000000.0,0,0.003682978622518604,13,1.0,1,2,0,0,0,0,0,701,706
719,0.03,1,50000.0,1e+17,1,0.0014067118136425847,10,3.0,0,7,1,0,1,0,0,819,819
720,0.04,1,100000.0,650000000.0,1,0.00042273093930545233,10,1.0,1,6,0,0,0,0,0,691,691
721,0.0004,1,240000.0,1e+17,0,1.2939599441742275e-06,10,1.0,0,10,0,0,0,0,1,312,696
722,0.028,0,300000000.0,1000000000.0,1,0.008073158991323335,10,1.0,0,6,0,1,0,0,0,703,703
723,0.8,0,200000.0,50000000.0,1,0.06375160764831612,8,2.0,1,10,1,0,0,0,0,694,694
724,0.03,1,102000.0,1e+17,1,0.0014067118136425847,13,3.0,0,7,1,0,1,0,0,819,819
725,0.0,0,195000.0,100000000.0,0,0.19509869510673064,11,2.0,1,6,0,0,0,0,0,609,712
726,1.75,1,290500.0,10000000.0,1,0.006065703076115548,10,1.0,1,6,0,0,0,0,0,700,700
727,0.1,0,50000.0,100000000.0,1,0.004244437335005291,7,1.0,1,6,0,0,0,0,0,695,695
728,0.1,1,300000000.0,100000000.0,1,0.004244437335005291,10,1.0,1,6,0,0,0,0,0,695,695
729,0.016,6,300000000.0,1000000000.0,1,0.00011984944663226401,12,1.0,1,6,0,0,0,0,0,713,713
730,70.0,2,300000000.0,100000000.0,1,0.0004121345576417774,10,1.0,1,10,0,0,0,0,0,707,707
731,0.0,0,300000000.0,42252777.77777778,1,0.004561073472298297,10,1.0,1,12,0,0,0,0,0,705,705
732,0.01,1,800000.0,957016347.0,1,0.004259846436884995,10,1.0,1,10,0,0,0,0,0,710,710
733,0.0,1,300000000.0,1e+17,1,0.00017093348571768513,7,1.0,1,10,0,0,0,0,0,706,706
734,0.5,0,300000000.0,100000000.0,1,0.0027006356085976764,7,2.0,1,10,1,0,0,0,0,700,700
735,0.00152,1,45000.0,9894021.905756,0,0.009629150236569337,10,1.0,1,10,0,0,0,0,0,228,761
736,0.012,1,125000.0,732033225.76,1,0.0006519850019240811,10,1.0,1,6,0,0,0,0,0,738,738
737,0.012,1,125000.0,732033225.76,1,0.0006519850019240811,6,1.0,1,6,0,0,0,0,0,738,738
738,0.0278,1,300000000.0,76500000.0,1,0.0005901847751331713,10,1.0,1,6,0,0,0,0,0,703,703
739,0.08,5,300000000.0,390000000.0,0,1.625505781702e-12,10,1.0,1,10,0,0,0,0,0,744,1264
740,1.8,1,300000000.0,57028332.0,0,0.1677318820354535,10,2.0,1,10,1,0,0,0,0,654,985
741,1.0,2,4000000.0,40000000.0,1,1.8485897966601204,1,1.0,1,10,0,0,0,0,0,695,695
742,0.012,1,50000.0,732033225.76,1,0.0006519850019240811,4,1.0,1,6,0,0,0,0,0,738,738
743,0.24,2,300000000.0,500000000.0,1,0.16511970796529862,2,1.0,0,6,1,0,0,0,0,687,687
744,0.0,1,300000000.0,100000000.0,1,0.36254571262123886,10,1.0,0,10,1,0,0,0,0,733,733
745,0.336,2,300000000.0,500000000.0,1,0.16511970796529862,2,1.0,0,6,1,0,0,0,0,687,687
746,0.2,1,50000.0,1e+17,0,0.011734801881341935,10,1.0,1,8,0,0,0,0,0,684,706
747,0.2,1,100000.0,1e+17,0,0.011734801881341935,10,1.0,1,8,0,0,0,0,0,684,706
748,0.2,1,150000.0,1e+17,0,0.011734801881341935,8,1.0,1,8,0,0,0,0,0,684,706
749,0.035,1,100000.0,300000000.0,1,0.0005382134571257365,10,1.0,1,10,0,0,0,0,0,719,719
750,0.0002,1,300000.0,2000000000.0,1,6.24870234378324e-06,10,1.0,1,10,0,0,0,0,0,716,716
751,1.0,1,300000000.0,100000000.0,1,1.3381625702856663,11,2.0,1,10,1,0,0,0,0,766,766
752,0.336,0,300000000.0,500000000.0,1,0.16511970796529862,2,1.0,0,6,1,0,0,0,0,687,687
753,0.4,1,300000.0,74970752.0,1,0.010822480102867809,10,1.0,1,6,0,0,0,0,0,704,704
754,0.00018,1,2880000.0,100000000000.0,0,9.879162073813707e-06,10,1.0,1,10,0,0,0,0,0,553,740
755,0.165,1,100000.0,100000000.0,1,0.0006786706548894957,8,1.0,1,6,0,0,0,0,0,712,712
756,4.0,1,300000000.0,21000000.0,1,0.7392855560529665,11,2.0,1,10,1,0,0,0,0,716,716
757,0.165,1,100000.0,100000000.0,1,0.0006786706548894957,3,1.0,1,6,0,0,0,0,0,712,712
758,0.3,1,300000.0,1e+17,1,0.009562010771534887,10,1.0,0,3,0,1,0,0,0,722,722
759,0.12,1,300000.0,100000000.0,1,0.0016585029346220669,10,1.0,1,6,0,0,0,0,0,729,729
760,0.01,6,125000.0,897318381.1,1,0.0012074059190201648,3,1.0,1,6,0,0,0,0,0,705,705
761,0.015,0,200000.0,1000000000.0,1,0.0005040731876446035,10,2.0,0,10,1,0,1,0,0,716,716
762,0.08,1,124960.0,1e+17,1,0.0038409039766722506,13,1.0,0,10,1,0,0,0,0,730,730
763,0.02,1,300000000.0,1000000000.0,1,0.00022898217193201734,10,1.0,1,10,0,0,0,0,0,712,712
764,0.06,2,3000000.0,1000000000.0,1,0.0731468519272485,1,2.0,1,10,1,0,0,0,0,760,760
765,0.00025,0,300000000.0,200000000000.0,1,0.0012844416883295105,10,2.0,1,10,0,0,1,0,0,769,769
766,0.064,1,250000.0,125000000.0,1,0.0065614638505884625,3,2.0,1,10,1,0,0,0,0,795,795
767,0.08,1,150000.0,1e+17,1,0.0038409039766722506,10,1.0,0,10,1,0,0,0,0,730,730
768,0.064,2,50000.0,125000000.0,1,0.0065614638505884625,7,2.0,1,10,1,0,0,0,0,795,795
769,0.035,2,300000000.0,500000000.0,1,0.00010336946280132408,7,1.0,1,12,0,0,0,0,0,728,728
770,0.25,1,80000.0,11919002.0,1,0.0015903743028408538,10,2.0,0,10,1,0,1,0,0,759,759
771,0.25,1,50000.0,11919002.0,1,0.0015903743028408538,10,2.0,0,10,1,0,1,0,0,759,759
772,0.25,1,70000.0,11919002.0,1,0.0015903743028408538,10,2.0,0,10,1,0,1,0,0,759,759
773,0.015,1,300000000.0,1000000000.0,1,0.00020396169478397472,10,1.0,1,6,0,0,0,0,0,723,723
774,0.015,1,300000000.0,1000000000.0,1,0.00020396169478397472,6,1.0,1,6,0,0,0,0,0,723,723
775,0.05,1,500000.0,1000000000.0,1,0.0008508494128535744,11,3.0,1,10,1,0,1,0,0,725,725
776,0.08,1,50000.0,1e+17,1,0.0038409039766722506,10,1.0,0,10,1,0,0,0,0,730,730
777,0.05,1,300000000.0,3188252.4,0,0.00012769587235692562,10,1.0,1,6,0,0,0,0,0,415,728
778,0.32,1,100000.0,100000000.0,1,0.0005519534712867726,12,3.0,1,1,1,0,1,0,0,838,838
779,0.21,0,4410000.0,1e+17,1,0.0074969973095573685,10,2.0,0,10,1,0,0,0,0,736,736
780,0.32,1,75000.0,100000000.0,1,0.0005519534712867726,4,3.0,1,1,1,0,1,0,0,838,838
781,0.1,1,2000000.0,1000000000.0,1,0.007834823286368567,10,1.0,0,10,1,0,0,0,0,818,818
782,0.32,1,75000.0,100000000.0,1,0.0005519534712867726,10,3.0,1,1,1,0,1,0,0,838,838
783,0.025,0,200000.0,1e+17,0,0.0,3,1.0,0,4,1,0,0,0,0,759,759
784,0.0,2,300000000.0,150000000.0,1,0.000650253040425685,7,2.0,1,10,1,0,0,0,0,829,829
785,0.12,1,600000.0,1e+17,1,0.0010400277489177035,10,1.0,1,1,0,0,0,0,0,800,800
786,0.08,2,200000.0,420000000.0,1,0.02451152342897267,11,1.0,1,6,0,0,0,0,0,730,730
787,0.0075,2,100000.0,1e+17,1,0.0001186509023174007,7,1.0,0,10,0,1,0,0,0,731,731
788,0.0,2,300000000.0,1e+17,1,0.0001186509023174007,10,1.0,0,10,0,1,0,0,0,731,731
789,0.0075,2,300000000.0,1e+17,1,0.0001186509023174007,10,1.0,0,10,0,1,0,0,0,731,731
790,0.08,1,100000.0,420000000.0,1,0.02451152342897267,8,1.0,1,6,0,0,0,0,0,730,730
791,0.15,1,300000000.0,275000000.0,0,0.0002717294861799723,10,2.0,0,10,1,0,1,0,0,769,776
792,0.15,1,90000.0,275000000.0,0,0.0002717294861799723,10,2.0,0,10,1,0,1,0,0,769,776
793,0.06,1,300000.0,799190905.0,1,0.019564698083821715,10,4.0,1,3,1,0,1,0,0,825,825
794,0.0,2,300000000.0,100000000.0,1,0.005618423313469157,10,1.0,0,5,1,0,0,0,0,736,736
795,0.0,1,300000000.0,1e+17,0,0.00019832548516422226,10,1.0,0,10,0,0,0,0,0,336,733
796,0.00022,1,272204.0,1e+17,0,7.103802829067955e-06,10,1.0,1,6,0,0,0,0,0,458,754
797,0.028,1,168000.0,1e+17,1,0.005721229969194437,10,3.0,1,10,1,0,1,0,0,773,773
798,0.996,0,300000000.0,250000000.0,1,0.3174037071695381,2,1.0,0,10,1,0,0,0,0,744,744
799,0.025,2,40000.0,1e+17,0,0.0,7,1.0,0,4,1,0,0,0,0,759,759
800,0.03,1,100000.0,1e+17,0,0.002746248864824276,10,1.0,0,10,0,0,0,0,0,477,880
801,0.1,1,400000.0,150000000.0,1,0.000650253040425685,8,2.0,1,10,1,0,0,0,0,829,829
802,0.047,4,35000.0,1e+17,1,0.0009528242521296838,7,2.0,0,10,1,0,0,0,1,751,751
803,0.0025,1,80000.0,10000000000.0,1,6.328842184924578e-05,12,1.0,1,6,0,0,0,0,0,740,740
804,0.0025,1,300000000.0,10000000000.0,1,6.328842184924578e-05,10,1.0,1,6,0,0,0,0,0,740,740
805,0.25,4,300000000.0,1084757879.0,1,0.16833919618183227,10,1.0,0,10,0,0,0,0,0,613,613
806,0.005,1,500000.0,248799996.577062,0,2.1534848710549577e-05,10,1.0,1,6,0,0,0,0,0,735,743
807,0.1,1,280000.0,100000000.0,1,0.008156844105397043,3,4.0,1,3,1,0,0,0,0,730,730
808,0.72,6,1200000.0,1e+17,1,0.01023903463057503,10,1.0,0,10,0,0,0,0,0,738,738
809,0.0025,2,40000.0,10000000000.0,1,6.328842184924578e-05,7,1.0,1,6,0,0,0,0,0,740,740
810,0.034,0,22677600.0,5000000000.0,1,0.00730211859148388,10,3.0,1,10,1,0,1,0,0,681,681
811,0.0,2,50000.0,1e+17,1,2.5529008384532772e-05,7,3.0,1,2,1,0,1,0,0,816,816
812,0.012,1,404949.61774288,1000000000.0,1,0.0006777198086654388,10,2.0,1,10,0,0,0,0,1,740,740
813,0.25,2,200000.0,100000000.0,1,0.0022409855992022985,7,1.0,0,12,1,0,0,0,0,750,750
814,0.0272,1,2450000.0,810720000.0,1,0.00455954598565477,10,4.0,1,3,1,0,0,0,0,751,751
815,0.02,1,220000.0,800000000.0,1,0.005593546763516129,10,3.0,1,10,1,0,1,0,0,794,794
816,0.047,4,50000.0,1e+17,1,0.0009528242521296838,10,2.0,0,10,1,0,0,0,1,751,751
817,0.022,1,110000.0,1000000000.0,0,0.001402518184015304,10,1.0,1,6,0,0,0,0,0,266,762
818,0.0,4,300000000.0,1000000000.0,1,0.0474147104817561,10,1.0,0,5,0,0,0,0,0,1115,1115
819,0.04,1,340000.0,220000000.0,0,0.002007317637672951,10,2.0,1,10,0,0,0,0,1,845,849
820,0.14,1,150000.0,19277000.0,1,0.00722872733529324,8,1.0,1,10,0,0,0,0,0,844,844
821,1e-07,1,1000000.0,999999999999.0,0,0.00056322134816,8,2.0,1,10,1,0,0,0,0,395,1101
822,0.007,1,300000000.0,1000000000.0,1,0.00043583193905010414,6,2.0,1,6,0,0,1,0,0,790,790
823,1.3e-08,2,300000000.0,1e+17,0,8.50198999684622e-10,10,1.0,1,10,0,0,0,0,0,233,746
824,0.0,1,300000000.0,1e+17,1,2.5529008384532772e-05,10,3.0,1,2,1,0,1,0,0,816,816
825,0.05,1,100000.0,200000000.0,1,0.0011869763532111426,10,1.0,1,10,0,0,0,0,0,840,840
826,0.0,1,150000.0,9282289336.283747,1,0.000880515129571083,10,3.0,0,10,1,0,0,1,0,755,755
827,0.007,1,300000000.0,1000000000.0,1,0.00043583193905010414,10,2.0,1,6,0,0,1,0,0,790,790
828,0.047,4,100000.0,1e+17,1,0.0009528242521296838,3,2.0,0,10,1,0,0,0,1,751,751
829,0.00138,2,300000000.0,36000000000.0,1,0.0014628317438639992,10,4.0,1,6,1,1,0,0,0,767,767
830,0.138,2,300000000.0,360000000.0,1,0.14342666397357684,10,1.0,0,6,0,1,0,0,0,767,767
831,0.007,1,300000000.0,1000000000.0,1,0.00043583193905010414,3,2.0,1,6,0,0,1,0,0,790,790
832,0.085,0,255000.0,197635000.0,1,0.007757979568456337,10,3.0,1,10,1,0,1,0,0,812,812
833,0.35,0,8000000.0,191999985.0,1,0.02233848688237381,10,2.0,1,10,1,0,0,0,0,1475,1475
834,1e-06,1,10000000.0,10000000.0,0,0.0960023009949206,8,1.0,1,1,0,0,0,0,0,601,978
835,0.15,1,200000.0,100000000.0,1,0.09346587076636344,11,3.0,1,5,1,0,1,0,0,823,823
